Iteration	Q Value	Difference	G Value
434	-124.38643266153204	0.001222371992440685	-1.0
435	-124.385304899349	0.0011277621830458884	-1.0
436	-124.38408487749072	0.0012200218582734124	-1.0
437	-124.38295630928967	0.0011285682010537812	-1.0
438	-124.38173892536285	0.0012173839268143638	-1.0
439	-124.38061270311393	0.0011262222489278884	-1.0
440	-124.3793976627933	0.0012150403206305782	-1.0
441	-124.37827378180694	0.0011238809863556298	-1.0
442	-124.37715102470158	0.001122757105363803	-1.0
443	-124.3760271775597	0.0011238471418693052	-1.0
444	-124.37481702774765	0.0012101498120529186	-1.0
445	-124.37369551460273	0.0011215131449233695	-1.0
446	-124.37248769645363	0.0012078181490977613	-1.0
447	-124.37136851264	0.0011191838136284105	-1.0
448	-124.37016302149287	0.0012054911471324203	-1.0
449	-124.36904616235421	0.0011168591386621074	-1.0
450	-124.36784299355736	0.0012031687968487859	-1.0
451	-124.36672845444663	0.0011145391107305613	-1.0
452	-124.36552760335769	0.001200851088938748	-1.0
453	-124.36441537963717	0.0011122237205256624	-1.0
454	-124.36321684162303	0.0011985380141368296	-1.0
455	-124.36210692866423	0.0011099129587961443	-1.0
456	-124.36091069910107	0.0011962295631633424	-1.0
457	-124.35980309228479	0.0011076068162765296	-1.0
458	-124.35860916655801	0.0011939257267812309	-1.0
459	-124.35750386127428	0.0011053052837297628	-1.0
460	-124.35639966129584	0.001104199978442466	-1.0
461	-124.35520913900005	0.0011905222957864225	-1.0
462	-124.35410723374387	0.0011019052561778153	-1.0
463	-124.35291900387564	0.0011882298682337478	-1.0
464	-124.35181938875459	0.001099615121049169	-1.0
465	-124.35063344673134	0.001185942023255393	-1.0
466	-124.34953611716743	0.0010973295639047365	-1.0
467	-124.34835245841577	0.0011836587516569352	-1.0
468	-124.34725740984018	0.0010950485755927275	-1.0
469	-124.34607602979585	0.0011813800443292166	-1.0
470	-124.34498325764889	0.0010927721469613516	-1.0
471	-124.34380415175674	0.0011791058921488684	-1.0
472	-124.34271365148781	0.0010905002689298726	-1.0
473	-124.34162424171916	0.0010894097686531268	-1.0
474	-124.34044849484295	0.0011757468762141343	-1.0
475	-124.33936135023093	0.0010871446120148676	-1.0
476	-124.3381878662462	0.0011734839847292733	-1.0
477	-124.33710298226278	0.0010848839834238788	-1.0
478	-124.33601863177755	0.0010843504852289243	-1.0
479	-124.33484773405144	0.00117089772611223	-1.0
480	-124.3337531843977	0.0010945496537431154	-1.0
481	-124.33258455211896	0.0011686322787340941	-1.0
482	-124.33148796449078	0.0010965876281829878	-1.0
483	-124.33032035547467	0.0011676090161074626	-1.0
484	-124.32922603204314	0.0010943234315305972	-1.0
485	-124.32806068495948	0.0011653470836563429	-1.0
486	-124.32696862119846	0.0010920637610212225	-1.0
487	-124.32587049363096	0.0010981275675021607	-1.0
488	-124.32470888237596	0.001161611255000139	-1.0
489	-124.32354843273221	0.0011604496437485068	-1.0
490	-124.32245372535317	0.0010947073790390505	-1.0
491	-124.32136011268152	0.001093612671652977	-1.0
492	-124.32020301180746	0.0011571008740531852	-1.0
493	-124.31910645058575	0.0010965612217148646	-1.0
494	-124.3179510415466	0.0011554090391427962	-1.0
495	-124.3167967879165	0.0011542536301050177	-1.0
496	-124.31570363291868	0.0010931549978181465	-1.0
497	-124.31455162669721	0.0011520062214742666	-1.0
498	-124.3133996367206	0.0011519899766057051	-1.0
499	-124.31230622174398	0.001093414976622853	-1.0
500	-124.31115647717232	0.0011497445716628363	-1.0
501	-124.31000788234523	0.001148594827085958	-1.0
502	-124.30891785912299	0.0010900232222468276	-1.0
503	-124.30777150291395	0.0011463562090341384	-1.0
504	-124.30668371607113	0.0010877868428167403	-1.0
505	-124.30553959400515	0.0011441220659804685	-1.0
506	-124.30445403907125	0.0010855549339083836	-1.0
507	-124.30331214668226	0.0011418923889863208	-1.0
508	-124.30222881919568	0.00108332748658313	-1.0
509	-124.30114657503658	0.001082244159093193	-1.0
510	-124.30000799011164	0.0011385849249450075	-1.0
511	-124.29892796678163	0.0010800233300045647	-1.0
512	-124.29779160046493	0.0011363663167003324	-1.0
513	-124.29671379352457	0.0010778069403585278	-1.0
514	-124.29563706439116	0.0010767291334161655	-1.0
515	-124.29450398897686	0.001133075414301743	-1.0
516	-124.29337204663797	0.0011319423388869154	-1.0
517	-124.29229865925143	0.001073387386540503	-1.0
518	-124.29116892224226	0.0011297370091654102	-1.0
519	-124.29009773798012	0.0010711842621446976	-1.0
520	-124.28897020189223	0.0011275360878926222	-1.0
521	-124.28790121635043	0.0010689855417922445	-1.0
522	-124.28683329979418	0.0010679165562521575	-1.0
523	-124.28570902814447	0.0011242716497150695	-1.0
524	-124.28464330377642	0.001065724368046972	-1.0
525	-124.28352122212273	0.0011220816536905431	-1.0
526	-124.28245768556071	0.001063536562014633	-1.0
527	-124.28139521253526	0.0010624730254562564	-1.0
528	-124.28027637897281	0.0011188335624439105	-1.0
529	-124.27921608725394	0.0010602917188720085	-1.0
530	-124.27809943281677	0.001116654437169018	-1.0
531	-124.27704131804406	0.0010581147727179996	-1.0
532	-124.2759268383761	0.001114479667961632	-1.0
533	-124.27487089619783	0.001055942178268765	-1.0
534	-124.27375858695171	0.0011123092461104989	-1.0
535	-124.27270071463772	0.0010578723139929025	-1.0
536	-124.27159009177109	0.0011106228666335483	-1.0
537	-124.27053438795228	0.001055703818806819	-1.0
538	-124.2694797398373	0.0010546481149873443	-1.0
539	-124.26837233794546	0.0011074018918293405	-1.0
540	-124.26731985188047	0.0010524860649923085	-1.0
541	-124.26626841830155	0.001051433578922456	-1.0
542	-124.26516422773125	0.0011041905703024213	-1.0
