Iteration	Q Value	Difference	G Value
268	-124.93284052835396	0.000246532896923668	-1.0
269	-124.93259119994867	0.00024932840528890665	-1.0
270	-124.93234418614293	0.0002470138057475424	-1.0
271	-124.93209486270106	0.0002493234418636803	-1.0
272	-124.93184554175244	0.0002493209486260639	-1.0
273	-124.93159622329702	0.00024931845541686926	-1.0
274	-124.93134947482675	0.00024674847027483793	-1.0
275	-124.931100161332	0.0002493134947485487	-1.0
276	-124.93085085033039	0.0002493110016104083	-1.0
277	-124.9306046110556	0.00024623927478728547	-1.0
278	-124.93034101384966	0.00026359720594371083	-1.0
279	-124.93009171043951	0.00024930341014339774	-1.0
280	-124.92984574679402	0.00024596364549722693	-1.0
281	-124.92959644833655	0.00024929845746157753	-1.0
282	-124.92934715237207	0.00024929596447975655	-1.0
283	-124.92910144953709	0.00024570283498803747	-1.0
284	-124.92885215852259	0.00024929101449799873	-1.0
285	-124.92860646669716	0.0002456918254267748	-1.0
286	-124.92835718063249	0.0002492860646725603	-1.0
287	-124.92811125298185	0.0002459276506385777	-1.0
288	-124.92786197186932	0.0002492811125307526	-1.0
289	-124.9276126932496	0.00024927861971946186	-1.0
290	-124.92736677954781	0.00024591370178939087	-1.0
291	-124.92711750588002	0.00024927366779081694	-1.0
292	-124.92686823470495	0.00024927117506479135	-1.0
293	-124.92662233494327	0.0002458997616798797	-1.0
294	-124.92637306871993	0.00024926622334930926	-1.0
295	-124.92612380498925	0.0002492637306801271	-1.0
296	-124.92587791940336	0.0002458855858833431	-1.0
297	-124.92562866062417	0.00024925877919201866	-1.0
298	-124.92538299807835	0.0002456625458222561	-1.0
299	-124.92513374424837	0.000249253829977647	-1.0
300	-124.92488805750739	0.0002456867409819097	-1.0
301	-124.92464213381548	0.0002459236919065688	-1.0
302	-124.92439288739415	0.00024924642133328234	-1.0
303	-124.92414364346527	0.000249243928877263	-1.0
304	-124.92389773452757	0.0002459089376998236	-1.0
305	-124.92364849555022	0.000249238977346522	-1.0
306	-124.92339925906526	0.0002492364849615569	-1.0
307	-124.92315002507267	0.0002492339925908027	-1.0
308	-124.92290462664631	0.00024539842635817877	-1.0
309	-124.92265539760005	0.00024922904626123454	-1.0
310	-124.92240617104608	0.00024922655397574545	-1.0
311	-124.92216103313032	0.0002451379157548672	-1.0
312	-124.92189958700563	0.00026144612469636286	-1.0
313	-124.92163512384519	0.0002644631604340475	-1.0
314	-124.92137017255004	0.00026495129515069493	-1.0
315	-124.92112095884832	0.0002492137017213736	-1.0
316	-124.92087633767491	0.00024462117340817713	-1.0
317	-124.92062712891153	0.0002492087633783058	-1.0
318	-124.92037792264024	0.00024920627129176864	-1.0
319	-124.92012871886102	0.00024920377921944237	-1.0
320	-124.91988436060845	0.0002443582525728516	-1.0
321	-124.91963516176484	0.00024919884360485867	-1.0
322	-124.91939081427857	0.00024434748627299996	-1.0
323	-124.91914162037043	0.00024919390814659437	-1.0
324	-124.91889724091592	0.0002443794545001765	-1.0
325	-124.91864805194352	0.000249188972404113	-1.0
326	-124.918398865463	0.0002491864805165278	-1.0
327	-124.91814968147435	0.00024918398865736435	-1.0
328	-124.91790556472024	0.00024411675410362932	-1.0
329	-124.9176563856646	0.00024917905564336706	-1.0
330	-124.91741252621736	0.00024385944723803732	-1.0
331	-124.91716818141745	0.000244344799909868	-1.0
332	-124.91691900973564	0.00024917168181559646	-1.0
333	-124.91666984054554	0.00024916919009854155	-1.0
334	-124.91642526300427	0.0002445775412667217	-1.0
335	-124.91617609875163	0.00024916425263654673	-1.0
336	-124.91593153318881	0.00024456556282359543	-1.0
337	-124.91568237387348	0.0002491593153308713	-1.0
338	-124.91543321704974	0.0002491568237417141	-1.0
339	-124.915188912124	0.0002443049257436769	-1.0
340	-124.91493976023487	0.00024915188912189024	-1.0
341	-124.91469521982303	0.0002445404118418537	-1.0
342	-124.91444607287083	0.0002491469521999079	-1.0
343	-124.914201544167	0.00024452870383129266	-1.0
344	-124.91395240215155	0.0002491420154484558	-1.0
345	-124.91370788514605	0.00024451700549832367	-1.0
346	-124.9134587480672	0.00024913707885332315	-1.0
347	-124.91320961347972	0.00024913458747732875	-1.0
348	-124.91296535705311	0.0002442564266118552	-1.0
349	-124.9127206157518	0.0002447413013157984	-1.0
350	-124.91247148854563	0.0002491272061604377	-1.0
351	-124.91222626581542	0.00024522273021432284	-1.0
352	-124.91197714355276	0.00024912226265882964	-1.0
353	-124.91172802378132	0.00024911977143915465	-1.0
